X,Y,Index_,event_unique_id,occurrencedate,reporteddate,premisetype,ucr_code,ucr_ext,offence,reportedyear,reportedmonth,reportedday,reporteddayofyear,reporteddayofweek,reportedhour,occurrenceyear,occurrencemonth,occurrenceday,occurrencedayofyear,occurrencedayofweek,occurrencehour,MCI,Division,Hood_ID,Neighbourhood,Lat,Long,FID
-79.3799744,43.6540642,35068,GO-20142556179,2014-07-23T04:00:00.000Z,2014-07-23T04:00:00.000Z,Commercial,2133,200,Theft Over - Shoplifting,2014,July,23,204,Wednesday ,14,2014,July,23,204,Wednesday ,13,Theft Over,D52,75,Church-Yonge Corridor (75),43.6540642,-79.3799744,1620
-79.5955658,43.6867599,51949,GO-20151851923,2015-10-28T04:00:00.000Z,2015-10-28T04:00:00.000Z,Commercial,2130,210,Theft Over,2015,October,28,301,Wednesday ,9,2015,October,28,301,Wednesday ,7,Theft Over,D23,1,West Humber-Clairville (1),43.6867599,-79.5955658,1621
-79.3992844,43.7109146,52275,GO-20151907659,2015-11-05T05:00:00.000Z,2015-11-06T05:00:00.000Z,Commercial,2130,210,Theft Over,2015,November,6,310,Friday    ,20,2015,November,5,309,Thursday  ,2,Theft Over,D53,104,Mount Pleasant West (104),43.7109146,-79.3992844,1622
-79.4015884,43.6929245,35102,GO-20142824710,2014-07-24T04:00:00.000Z,2014-09-02T04:00:00.000Z,House,2130,210,Theft Over,2014,September,2,245,Tuesday   ,9,2014,July,24,205,Thursday  ,22,Theft Over,D53,97,Yonge-St.Clair (97),43.6929245,-79.4015884,1623
-79.3834229,43.6450844,52277,GO-20151902285,2015-11-05T05:00:00.000Z,2015-11-05T05:00:00.000Z,Commercial,2130,210,Theft Over,2015,November,5,309,Thursday  ,13,2015,November,5,309,Thursday  ,11,Theft Over,D52,76,Bay Street Corridor (76),43.6450844,-79.3834229,1624
-79.4133148,43.7709961,52287,GO-20151905622,2015-11-05T05:00:00.000Z,2015-11-05T05:00:00.000Z,Commercial,2133,200,Theft Over - Shoplifting,2015,November,5,309,Thursday  ,23,2015,November,5,309,Thursday  ,18,Theft Over,D32,51,Willowdale East (51),43.7709961,-79.4133148,1625
-79.4239883,43.7056847,35137,GO-20142560735,2014-07-24T04:00:00.000Z,2014-07-24T04:00:00.000Z,Outside,2132,200,Theft From Motor Vehicle Over,2014,July,24,205,Thursday  ,8,2014,July,24,205,Thursday  ,4,Theft Over,D53,102,Forest Hill North (102),43.7056847,-79.4239883,1626
-79.4686279,43.7195663,52292,GO-2016315067,2015-11-06T05:00:00.000Z,2016-02-22T05:00:00.000Z,Commercial,2130,210,Theft Over,2016,February,22,53,Monday    ,12,2015,November,6,310,Friday    ,3,Theft Over,D32,31,Yorkdale-Glen Park (31),43.7195663,-79.4686279,1627
-79.371742199999986,43.666515400000016,35146,GO-20142559988,2014-07-24T04:00:00.000Z,2014-07-24T04:00:00.000Z,Outside,2132,200,Theft From Motor Vehicle Over,2014,July,24,205,Thursday  ,4,2014,July,24,205,Thursday  ,4,Theft Over,D51,71,Cabbagetown-South St.James Town (71),43.6665154,-79.3717422,1628
-79.2027206,43.8089371,35172,GO-20151312615,2015-07-15T04:00:00.000Z,2015-07-31T04:00:00.000Z,Commercial,2130,210,Theft Over,2015,July,31,212,Friday    ,21,2015,July,15,196,Wednesday ,12,Theft Over,D42,131,Rouge (131),43.8089371,-79.2027206,1629
-79.273986799999989,43.822506,52344,GO-20151909178,2015-11-06T05:00:00.000Z,2015-11-06T05:00:00.000Z,Outside,2130,211,Theft Over - Distraction,2015,November,6,310,Friday    ,14,2015,November,6,310,Friday    ,11,Theft Over,D42,130,Milliken (130),43.822506,-79.2739868,1630
-79.3904648,43.656158399999988,35182,GO-20151201729,2015-07-15T04:00:00.000Z,2015-07-15T04:00:00.000Z,Outside,2132,200,Theft From Motor Vehicle Over,2015,July,15,196,Wednesday ,16,2015,July,15,196,Wednesday ,11,Theft Over,D52,78,Kensington-Chinatown (78),43.6561584,-79.3904648,1631
-79.3758545,43.6664886,52353,GO-20151909031,2015-11-06T05:00:00.000Z,2015-11-06T05:00:00.000Z,Commercial,2130,210,Theft Over,2015,November,6,310,Friday    ,14,2015,November,6,310,Friday    ,14,Theft Over,D51,74,North St.James Town (74),43.6664886,-79.3758545,1632
-79.3343964,43.7099991,35272,GO-20151151250,2015-07-01T04:00:00.000Z,2015-07-08T04:00:00.000Z,Commercial,2130,210,Theft Over,2015,July,8,189,Wednesday ,8,2015,July,1,182,Wednesday ,17,Theft Over,D54,44,Flemingdon Park (44),43.7099991,-79.3343964,1633
-79.3860092,43.6590462,35290,GO-20151644515,2015-07-01T04:00:00.000Z,2015-09-23T04:00:00.000Z,Apartment,2130,200,Theft From Mail / Bag / Key,2015,September,23,266,Wednesday ,10,2015,July,1,182,Wednesday ,13,Theft Over,D52,76,Bay Street Corridor (76),43.6590462,-79.3860092,1634
-79.476593,43.7643204,35294,GO-20151111440,2015-07-01T04:00:00.000Z,2015-07-02T04:00:00.000Z,Outside,2132,200,Theft From Motor Vehicle Over,2015,July,2,183,Thursday  ,8,2015,July,1,182,Wednesday ,8,Theft Over,D32,27,York University Heights (27),43.7643204,-79.476593,1635
-79.4422226,43.639492,35302,GO-20151167468,2015-07-01T04:00:00.000Z,2015-07-12T04:00:00.000Z,Apartment,2130,210,Theft Over,2015,July,12,193,Sunday    ,14,2015,July,1,182,Wednesday ,0,Theft Over,D14,86,Roncesvalles (86),43.639492,-79.4422226,1636
-79.4185715,43.7920685,35351,GO-20151139248,2015-07-06T04:00:00.000Z,2015-07-07T04:00:00.000Z,Outside,2132,200,Theft From Motor Vehicle Over,2015,July,7,188,Tuesday   ,7,2015,July,6,187,Monday    ,13,Theft Over,D32,50,Newtonbrook East (50),43.7920685,-79.4185715,1637
-79.394142200000019,43.6880836,35355,GO-20151140566,2015-07-06T04:00:00.000Z,2015-07-06T04:00:00.000Z,Outside,2132,200,Theft From Motor Vehicle Over,2015,July,6,187,Monday    ,16,2015,July,6,187,Monday    ,14,Theft Over,D53,98,Rosedale-Moore Park (98),43.6880836,-79.3941422,1638
-79.3485413,43.6663589,35363,GO-20151139740,2015-07-06T04:00:00.000Z,2015-07-06T04:00:00.000Z,House,2130,200,Theft From Mail / Bag / Key,2015,July,6,187,Monday    ,14,2015,July,6,187,Monday    ,14,Theft Over,D55,68,North Riverdale (68),43.6663589,-79.3485413,1639
-79.5034866,43.6638908,35383,GO-20151244911,2015-07-06T04:00:00.000Z,2015-07-21T04:00:00.000Z,House,2130,210,Theft Over,2015,July,21,202,Tuesday   ,19,2015,July,6,187,Monday    ,19,Theft Over,D11,114,Lambton Baby Point (114),43.6638908,-79.5034866,1640
-79.578247100000013,43.70755,35401,GO-20151144224,2015-07-07T04:00:00.000Z,2015-07-07T04:00:00.000Z,Commercial,2130,210,Theft Over,2015,July,7,188,Tuesday   ,13,2015,July,7,188,Tuesday   ,1,Theft Over,D23,1,West Humber-Clairville (1),43.70755,-79.5782471,1641
-79.3799744,43.6540642,35404,GO-20151146578,2015-07-07T04:00:00.000Z,2015-07-07T04:00:00.000Z,Commercial,2133,200,Theft Over - Shoplifting,2015,July,7,188,Tuesday   ,17,2015,July,7,188,Tuesday   ,13,Theft Over,D52,75,Church-Yonge Corridor (75),43.6540642,-79.3799744,1642
-79.4495087,43.6414871,35427,GO-20142649547,2014-08-06T04:00:00.000Z,2014-08-06T04:00:00.000Z,Outside,2130,210,Theft Over,2014,August,6,218,Wednesday ,21,2014,August,6,218,Wednesday ,18,Theft Over,D11,87,High Park-Swansea (87),43.6414871,-79.4495087,1643
-79.4482651,43.7248802,35430,GO-20149005682,2014-08-06T04:00:00.000Z,2014-08-06T04:00:00.000Z,Commercial,2133,200,Theft Over - Shoplifting,2014,August,6,218,Wednesday ,16,2014,August,6,218,Wednesday ,16,Theft Over,D32,31,Yorkdale-Glen Park (31),43.7248802,-79.4482651,1644
-79.389183,43.6494598,35468,GO-2015674793,2015-04-02T04:00:00.000Z,2015-04-23T04:00:00.000Z,Commercial,2130,210,Theft Over,2015,April,23,113,Thursday  ,21,2015,April,2,92,Thursday  ,17,Theft Over,D52,77,Waterfront Communities-The Island (77),43.6494598,-79.389183,1645
-79.5262375,43.6006737,35515,GO-20142651947,2014-08-06T04:00:00.000Z,2014-08-07T04:00:00.000Z,Commercial,2130,210,Theft Over,2014,August,7,219,Thursday  ,7,2014,August,6,218,Wednesday ,21,Theft Over,D22,18,New Toronto (18),43.6006737,-79.5262375,1646
-79.3972168,43.7011414,35519,GO-20142679639,2014-08-06T04:00:00.000Z,2014-08-11T04:00:00.000Z,Outside,2130,210,Theft Over,2014,August,11,223,Monday    ,10,2014,August,6,218,Wednesday ,15,Theft Over,D53,104,Mount Pleasant West (104),43.7011414,-79.3972168,1647
-79.4471283,43.6794472,35547,GO-20142654792,2014-08-07T04:00:00.000Z,2014-08-07T04:00:00.000Z,Outside,2130,210,Theft Over,2014,August,7,219,Thursday  ,15,2014,August,7,219,Thursday  ,15,Theft Over,D13,92,Corso Italia-Davenport (92),43.6794472,-79.4471283,1648
-79.5243378,43.6536293,35601,GO-20142685795,2014-08-07T04:00:00.000Z,2014-08-12T04:00:00.000Z,House,2132,200,Theft From Motor Vehicle Over,2014,August,12,224,Tuesday   ,8,2014,August,7,219,Thursday  ,23,Theft Over,D22,9,Edenbridge-Humber Valley (9),43.6536293,-79.5243378,1649
-79.4860001,43.742870299999986,35750,GO-20151203982,2015-07-15T04:00:00.000Z,2015-07-15T04:00:00.000Z,Apartment,2130,200,Theft From Mail / Bag / Key,2015,July,15,196,Wednesday ,23,2015,July,15,196,Wednesday ,21,Theft Over,D31,26,Downsview-Roding-CFB (26),43.7428703,-79.4860001,1650
-79.296058699999989,43.6894531,35766,GO-20151590652,2015-07-15T04:00:00.000Z,2015-09-15T04:00:00.000Z,Commercial,2130,210,Theft Over,2015,September,15,258,Tuesday   ,18,2015,July,15,196,Wednesday ,0,Theft Over,D55,62,East End-Danforth (62),43.6894531,-79.2960587,1651
-79.532539400000019,43.6559334,35768,GO-20151213596,2015-07-15T04:00:00.000Z,2015-07-17T04:00:00.000Z,Commercial,2130,210,Theft Over,2015,July,17,198,Friday    ,10,2015,July,15,196,Wednesday ,13,Theft Over,D22,10,Princess-Rosethorn (10),43.6559334,-79.5325394,1652
-79.2518768,43.826732599999985,35770,GO-20151213811,2015-07-15T04:00:00.000Z,2015-07-17T04:00:00.000Z,Outside,2132,200,Theft From Motor Vehicle Over,2015,July,17,198,Friday    ,11,2015,July,15,196,Wednesday ,3,Theft Over,D42,130,Milliken (130),43.8267326,-79.2518768,1653
-79.3275604,43.726646399999986,45993,GO-20152017897,2015-11-08T05:00:00.000Z,2015-11-24T05:00:00.000Z,Other,2130,210,Theft Over,2015,November,24,328,Tuesday   ,18,2015,November,8,312,Sunday    ,0,Theft Over,D33,42,Banbury-Don Mills (42),43.7266464,-79.3275604,1654
-79.5469894,43.6162415,35790,GO-2015564145,2015-04-03T04:00:00.000Z,2015-04-05T04:00:00.000Z,Commercial,2132,200,Theft From Motor Vehicle Over,2015,April,5,95,Sunday    ,15,2015,April,3,93,Friday    ,0,Theft Over,D22,14,Islington-City Centre West (14),43.6162415,-79.5469894,1655
-79.4855194,43.7646942,35818,GO-20151342840,2015-04-03T04:00:00.000Z,2015-08-06T04:00:00.000Z,Other,2132,200,Theft From Motor Vehicle Over,2015,August,6,218,Thursday  ,0,2015,April,3,93,Friday    ,0,Theft Over,D31,27,York University Heights (27),43.7646942,-79.4855194,1656
-79.384964,43.6512184,35843,GO-20151275837,2015-07-26T04:00:00.000Z,2015-07-26T04:00:00.000Z,Outside,2132,200,Theft From Motor Vehicle Over,2015,July,26,207,Sunday    ,12,2015,July,26,207,Sunday    ,10,Theft Over,D52,76,Bay Street Corridor (76),43.6512184,-79.384964,1657
-79.4752731,43.6367836,35918,GO-2015978411,2015-04-27T04:00:00.000Z,2015-06-11T04:00:00.000Z,Apartment,2130,210,Theft Over,2015,June,11,162,Thursday  ,10,2015,April,27,117,Monday    ,9,Theft Over,D11,87,High Park-Swansea (87),43.6367836,-79.4752731,1658
-79.3864746,43.6981773,35921,GO-2015791570,2015-04-27T04:00:00.000Z,2015-05-12T04:00:00.000Z,Apartment,2130,210,Theft Over,2015,May,12,132,Tuesday   ,12,2015,April,27,117,Monday    ,12,Theft Over,D53,99,Mount Pleasant East (99),43.6981773,-79.3864746,1659
-79.5307999,43.644657100000011,35923,GO-2015722101,2015-04-27T04:00:00.000Z,2015-05-01T04:00:00.000Z,Apartment,2130,210,Theft Over,2015,May,1,121,Friday    ,15,2015,April,27,117,Monday    ,0,Theft Over,D22,14,Islington-City Centre West (14),43.6446571,-79.5307999,1660
-79.3799744,43.6540642,35958,GO-2015704791,2015-04-28T04:00:00.000Z,2015-04-28T04:00:00.000Z,Commercial,2133,200,Theft Over - Shoplifting,2015,April,28,118,Tuesday   ,19,2015,April,28,118,Tuesday   ,16,Theft Over,D52,75,Church-Yonge Corridor (75),43.6540642,-79.3799744,1661
-79.5724411,43.6550484,35985,GO-20142679548,2014-08-08T04:00:00.000Z,2014-08-11T04:00:00.000Z,Outside,2130,210,Theft Over,2014,August,11,223,Monday    ,10,2014,August,8,220,Friday    ,10,Theft Over,D22,11,Eringate-Centennial-West Deane (11),43.6550484,-79.5724411,1662
-79.4589005,43.6377106,35987,GO-20142690308,2014-08-08T04:00:00.000Z,2014-08-13T04:00:00.000Z,Outside,2132,200,Theft From Motor Vehicle Over,2014,August,13,225,Wednesday ,7,2014,August,8,220,Friday    ,15,Theft Over,D11,85,South Parkdale (85),43.6377106,-79.4589005,1663
-79.5459671,43.7676811,35995,GO-20142742360,2014-08-08T04:00:00.000Z,2014-08-20T04:00:00.000Z,Outside,2130,200,Theft From Mail / Bag / Key,2014,August,20,232,Wednesday ,20,2014,August,8,220,Friday    ,16,Theft Over,D31,21,Humber Summit (21),43.7676811,-79.5459671,1664
-79.3799744,43.6540642,35997,GO-20142690846,2014-08-08T04:00:00.000Z,2014-08-12T04:00:00.000Z,Commercial,2130,210,Theft Over,2014,August,12,224,Tuesday   ,22,2014,August,8,220,Friday    ,16,Theft Over,D52,75,Church-Yonge Corridor (75),43.6540642,-79.3799744,1665
-79.462059,43.6700935,36000,GO-20142665831,2014-08-08T04:00:00.000Z,2014-08-09T04:00:00.000Z,Commercial,2130,210,Theft Over,2014,August,9,221,Saturday  ,7,2014,August,8,220,Friday    ,23,Theft Over,D11,91,Weston-Pellam Park (91),43.6700935,-79.462059,1666
-79.3740234,43.7169304,36026,GO-20142667103,2014-08-08T04:00:00.000Z,2014-08-09T04:00:00.000Z,Other,2130,210,Theft Over,2014,August,9,221,Saturday  ,12,2014,August,8,220,Friday    ,8,Theft Over,D53,56,Leaside-Bennington (56),43.7169304,-79.3740234,1667
-79.4715652,43.7804718,36035,GO-20142761919,2014-08-08T04:00:00.000Z,2014-08-23T04:00:00.000Z,Outside,2132,200,Theft From Motor Vehicle Over,2014,August,23,235,Saturday  ,17,2014,August,8,220,Friday    ,17,Theft Over,D32,27,York University Heights (27),43.7804718,-79.4715652,1668
-79.3910294,43.6693611,36103,GO-2015733313,2015-05-03T04:00:00.000Z,2015-05-03T04:00:00.000Z,Apartment,2130,210,Theft Over,2015,May,3,123,Sunday    ,11,2015,May,3,123,Sunday    ,11,Theft Over,D53,95,Annex (95),43.6693611,-79.3910294,1669
-79.4088593,43.778984099999988,36123,GO-20142746583,2014-08-21T04:00:00.000Z,2014-08-21T04:00:00.000Z,Outside,2130,210,Theft Over,2014,August,21,233,Thursday  ,16,2014,August,21,233,Thursday  ,12,Theft Over,D32,51,Willowdale East (51),43.7789841,-79.4088593,1670
-79.288360600000019,43.6912346,36226,GO-20142750163,2014-08-22T04:00:00.000Z,2014-08-22T04:00:00.000Z,Commercial,2133,200,Theft Over - Shoplifting,2014,August,22,234,Friday    ,17,2014,August,22,234,Friday    ,17,Theft Over,D55,121,Oakridge (121),43.6912346,-79.2883606,1671
-79.4161148,43.7467422,36241,GO-2015734440,2015-05-03T04:00:00.000Z,2015-05-03T04:00:00.000Z,House,2130,210,Theft Over,2015,May,3,123,Sunday    ,15,2015,May,3,123,Sunday    ,7,Theft Over,D32,39,Bedford Park-Nortown (39),43.7467422,-79.4161148,1672
-79.3584976,43.7606544,36242,GO-2015738861,2015-05-03T04:00:00.000Z,2015-05-04T04:00:00.000Z,Commercial,2130,210,Theft Over,2015,May,4,124,Monday    ,10,2015,May,3,123,Sunday    ,17,Theft Over,D33,40,St.Andrew-Windfields (40),43.7606544,-79.3584976,1673
-79.38311,43.6613731,36260,GO-2015188404,2015-02-01T05:00:00.000Z,2015-02-01T05:00:00.000Z,Commercial,2133,200,Theft Over - Shoplifting,2015,February,1,32,Sunday    ,16,2015,February,1,32,Sunday    ,16,Theft Over,D52,75,Church-Yonge Corridor (75),43.6613731,-79.38311,1674
-79.3728333,43.6692467,36286,GO-20142754613,2014-08-22T04:00:00.000Z,2014-08-22T04:00:00.000Z,Apartment,2130,210,Theft Over,2014,August,22,234,Friday    ,15,2014,August,22,234,Friday    ,12,Theft Over,D51,74,North St.James Town (74),43.6692467,-79.3728333,1675
-79.40522,43.6374741,36297,GO-20142801117,2014-08-22T04:00:00.000Z,2014-08-29T04:00:00.000Z,Other,2130,210,Theft Over,2014,August,29,241,Friday    ,16,2014,August,22,234,Friday    ,14,Theft Over,D14,82,Niagara (82),43.6374741,-79.40522,1676
-79.3965683,43.6543159,36314,GO-20142766373,2014-08-22T04:00:00.000Z,2014-08-24T04:00:00.000Z,Outside,2132,200,Theft From Motor Vehicle Over,2014,August,24,236,Sunday    ,11,2014,August,22,234,Friday    ,18,Theft Over,D52,78,Kensington-Chinatown (78),43.6543159,-79.3965683,1677
-79.566848799999988,43.7039528,36319,GO-20143065535,2014-08-22T04:00:00.000Z,2014-10-08T04:00:00.000Z,Commercial,2130,210,Theft Over,2014,October,8,281,Wednesday ,11,2014,August,22,234,Friday    ,23,Theft Over,D23,1,West Humber-Clairville (1),43.7039528,-79.5668488,1678
-79.4066696,43.6660805,36365,GO-20151279067,2015-07-26T04:00:00.000Z,2015-07-28T04:00:00.000Z,Outside,2132,200,Theft From Motor Vehicle Over,2015,July,28,209,Tuesday   ,20,2015,July,26,207,Sunday    ,20,Theft Over,D14,95,Annex (95),43.6660805,-79.4066696,1679
-79.3987274,43.7834663,36375,GO-20151377185,2015-08-08T04:00:00.000Z,2015-08-11T04:00:00.000Z,Commercial,2130,210,Theft Over,2015,August,11,223,Tuesday   ,16,2015,August,8,220,Saturday  ,14,Theft Over,D32,50,Newtonbrook East (50),43.7834663,-79.3987274,1680
-79.400596600000014,43.6478882,36418,GO-2016831649,2015-05-11T04:00:00.000Z,2016-05-14T04:00:00.000Z,Outside,2130,210,Theft Over,2016,May,14,135,Saturday  ,20,2015,May,11,131,Monday    ,10,Theft Over,D14,78,Kensington-Chinatown (78),43.6478882,-79.4005966,1681
-79.3858566,43.6608162,36419,GO-20171916813,2015-05-11T04:00:00.000Z,2017-05-10T04:00:00.000Z,Commercial,2130,220,Theft - Misapprop Funds Over,2017,May,10,130,Wednesday ,20,2015,May,11,131,Monday    ,20,Theft Over,D52,76,Bay Street Corridor (76),43.6608162,-79.3858566,1682
-79.3965607,43.6520805,36424,GO-2015794084,2015-05-12T04:00:00.000Z,2015-05-12T04:00:00.000Z,Outside,2132,200,Theft From Motor Vehicle Over,2015,May,12,132,Tuesday   ,20,2015,May,12,132,Tuesday   ,17,Theft Over,D52,78,Kensington-Chinatown (78),43.6520805,-79.3965607,1683
-79.2251663,43.7417946,36425,GO-2015791437,2015-05-12T04:00:00.000Z,2015-05-12T04:00:00.000Z,Apartment,2130,200,Theft From Mail / Bag / Key,2015,May,12,132,Tuesday   ,12,2015,May,12,132,Tuesday   ,10,Theft Over,D43,139,Scarborough Village (139),43.7417946,-79.2251663,1684
-79.3371887,43.785045599999989,36532,GO-2015740618,2015-05-04T04:00:00.000Z,2015-05-04T04:00:00.000Z,House,2130,210,Theft Over,2015,May,4,124,Monday    ,15,2015,May,4,124,Monday    ,8,Theft Over,D33,46,Pleasant View (46),43.7850456,-79.3371887,1685
-79.291465800000012,43.726997399999988,36535,GO-2015741049,2015-05-04T04:00:00.000Z,2015-05-04T04:00:00.000Z,Other,2130,210,Theft Over,2015,May,4,124,Monday    ,16,2015,May,4,124,Monday    ,16,Theft Over,D41,119,Wexford/Maryvale (119),43.7269974,-79.2914658,1686
-79.3987122,43.731269799999986,36563,GO-2015884442,2015-05-04T04:00:00.000Z,2015-05-27T04:00:00.000Z,Outside,2130,210,Theft Over,2015,May,27,147,Wednesday ,13,2015,May,4,124,Monday    ,9,Theft Over,D32,105,Lawrence Park North (105),43.7312698,-79.3987122,1687
-79.423866300000014,43.7393761,36565,GO-2015746005,2015-05-04T04:00:00.000Z,2015-05-05T04:00:00.000Z,Commercial,2130,200,Theft From Mail / Bag / Key,2015,May,5,125,Tuesday   ,12,2015,May,4,124,Monday    ,0,Theft Over,D32,39,Bedford Park-Nortown (39),43.7393761,-79.4238663,1688
-79.4124451,43.7674751,36568,GO-2015745814,2015-05-04T04:00:00.000Z,2015-05-05T04:00:00.000Z,Commercial,2130,210,Theft Over,2015,May,5,125,Tuesday   ,11,2015,May,4,124,Monday    ,16,Theft Over,D32,51,Willowdale East (51),43.7674751,-79.4124451,1689
-79.3936386,43.6457634,36579,GO-2015792570,2015-05-04T04:00:00.000Z,2015-05-12T04:00:00.000Z,Commercial,2130,210,Theft Over,2015,May,12,132,Tuesday   ,15,2015,May,4,124,Monday    ,1,Theft Over,D52,77,Waterfront Communities-The Island (77),43.6457634,-79.3936386,1690
-79.229599,43.7389336,36584,GO-2017772944,2015-02-01T05:00:00.000Z,2017-05-02T04:00:00.000Z,House,2130,210,Theft Over,2017,May,2,122,Tuesday   ,15,2015,February,1,32,Sunday    ,0,Theft Over,D43,123,Cliffcrest (123),43.7389336,-79.229599,1691
-79.186866800000018,43.7706146,36657,GO-2015206672,2015-02-04T05:00:00.000Z,2015-02-04T05:00:00.000Z,Apartment,2130,200,Theft From Mail / Bag / Key,2015,February,4,35,Wednesday ,18,2015,February,4,35,Wednesday ,9,Theft Over,D43,136,West Hill (136),43.7706146,-79.1868668,1692
-79.4834747,43.696373,36688,GO-20151357751,2015-08-08T04:00:00.000Z,2015-08-08T04:00:00.000Z,House,2130,210,Theft Over,2015,August,8,220,Saturday  ,12,2015,August,8,220,Saturday  ,12,Theft Over,D12,30,Brookhaven-Amesbury (30),43.696373,-79.4834747,1693
-79.2876129,43.7278481,36697,GO-2015204902,2015-02-04T05:00:00.000Z,2015-02-04T05:00:00.000Z,Commercial,2133,200,Theft Over - Shoplifting,2015,February,4,35,Wednesday ,14,2015,February,4,35,Wednesday ,14,Theft Over,D41,119,Wexford/Maryvale (119),43.7278481,-79.2876129,1694
-79.4123306,43.715988199999984,36714,GO-2015207431,2015-02-04T05:00:00.000Z,2015-02-04T05:00:00.000Z,Outside,2130,200,Theft From Mail / Bag / Key,2015,February,4,35,Wednesday ,20,2015,February,4,35,Wednesday ,14,Theft Over,D53,103,Lawrence Park South (103),43.7159882,-79.4123306,1695
-79.445755,43.7924118,36720,GO-20151427287,2015-08-08T04:00:00.000Z,2015-08-19T04:00:00.000Z,Commercial,2130,210,Theft Over,2015,August,19,231,Wednesday ,16,2015,August,8,220,Saturday  ,14,Theft Over,D32,36,Newtonbrook West (36),43.7924118,-79.445755,1696
-79.2738876,43.7308464,36741,GO-2015209917,2015-02-04T05:00:00.000Z,2015-02-05T05:00:00.000Z,Outside,2130,210,Theft Over,2015,February,5,36,Thursday  ,9,2015,February,4,35,Wednesday ,9,Theft Over,D41,125,Ionview (125),43.7308464,-79.2738876,1697
-79.3962021,43.6961288,36748,GO-2015364822,2015-02-26T05:00:00.000Z,2015-03-03T05:00:00.000Z,Commercial,2130,210,Theft Over,2015,March,3,62,Tuesday   ,8,2015,February,26,57,Thursday  ,7,Theft Over,D53,104,Mount Pleasant West (104),43.6961288,-79.3962021,1698
-79.330810499999984,43.680378,36754,GO-2015487018,2015-02-26T05:00:00.000Z,2015-03-23T04:00:00.000Z,Apartment,2130,200,Theft From Mail / Bag / Key,2015,March,23,82,Monday    ,13,2015,February,26,57,Thursday  ,9,Theft Over,D55,65,Greenwood-Coxwell (65),43.680378,-79.3308105,1699
-79.343483,43.6954651,36766,GO-20159007418,2015-08-17T04:00:00.000Z,2015-09-19T04:00:00.000Z,House,2130,200,Theft From Mail / Bag / Key,2015,September,19,262,Saturday  ,16,2015,August,17,229,Monday    ,12,Theft Over,D54,58,Old East York (58),43.6954651,-79.343483,1700
-79.440177899999981,43.646190599999983,36777,GO-20151459899,2015-08-17T04:00:00.000Z,2015-08-25T04:00:00.000Z,House,2130,210,Theft Over,2015,August,25,237,Tuesday   ,14,2015,August,17,229,Monday    ,15,Theft Over,D11,86,Roncesvalles (86),43.6461906,-79.4401779,1701
-79.4418182,43.6949883,36840,GO-2015341499,2015-02-26T05:00:00.000Z,2015-02-27T05:00:00.000Z,Apartment,2130,210,Theft Over,2015,February,27,58,Friday    ,11,2015,February,26,57,Thursday  ,11,Theft Over,D13,107,Oakwood Village (107),43.6949883,-79.4418182,1702
-79.3068008,43.6969681,36848,GO-2015804756,2015-05-12T04:00:00.000Z,2015-05-14T04:00:00.000Z,Apartment,2130,200,Theft From Mail / Bag / Key,2015,May,14,134,Thursday  ,17,2015,May,12,132,Tuesday   ,16,Theft Over,D54,60,Woodbine-Lumsden (60),43.6969681,-79.3068008,1703
-79.3982849,43.7888756,36852,GO-2015980107,2015-05-12T04:00:00.000Z,2015-06-11T04:00:00.000Z,House,2130,210,Theft Over,2015,June,11,162,Thursday  ,15,2015,May,12,132,Tuesday   ,0,Theft Over,D32,50,Newtonbrook East (50),43.7888756,-79.3982849,1704
-79.3239746,43.6841698,36855,GO-2015795694,2015-05-12T04:00:00.000Z,2015-05-13T04:00:00.000Z,Outside,2132,200,Theft From Motor Vehicle Over,2015,May,13,133,Wednesday ,5,2015,May,12,132,Tuesday   ,19,Theft Over,D54,66,Danforth (66),43.6841698,-79.3239746,1705
-79.313423199999988,43.6792641,36858,GO-2015798572,2015-05-12T04:00:00.000Z,2015-05-13T04:00:00.000Z,Apartment,2130,200,Theft From Mail / Bag / Key,2015,May,13,133,Wednesday ,17,2015,May,12,132,Tuesday   ,15,Theft Over,D55,64,Woodbine Corridor (64),43.6792641,-79.3134232,1706
-79.4163208,43.7685242,36912,GO-20151345437,2015-07-08T04:00:00.000Z,2015-08-06T04:00:00.000Z,Apartment,2130,210,Theft Over,2015,August,6,218,Thursday  ,11,2015,July,8,189,Wednesday ,15,Theft Over,D32,37,Willowdale West (37),43.7685242,-79.4163208,1707
-79.39492030000001,43.6610107,36915,GO-20151172596,2015-07-08T04:00:00.000Z,2015-07-11T04:00:00.000Z,Other,2130,210,Theft Over,2015,July,11,192,Saturday  ,11,2015,July,8,189,Wednesday ,21,Theft Over,D52,79,University (79),43.6610107,-79.3949203,1708
-79.4975815,43.638572699999983,36919,GO-20151202835,2015-07-09T04:00:00.000Z,2015-07-15T04:00:00.000Z,House,2130,210,Theft Over,2015,July,15,196,Wednesday ,19,2015,July,9,190,Thursday  ,12,Theft Over,D22,16,Stonegate-Queensway (16),43.6385727,-79.4975815,1709
-79.477645899999985,43.6703262,36941,GO-20151162719,2015-07-09T04:00:00.000Z,2015-07-09T04:00:00.000Z,Apartment,2130,210,Theft Over,2015,July,9,190,Thursday  ,21,2015,July,9,190,Thursday  ,21,Theft Over,D12,90,Junction Area (90),43.6703262,-79.4776459,1710
