X,Y,Index_,event_unique_id,occurrencedate,reporteddate,premisetype,ucr_code,ucr_ext,offence,reportedyear,reportedmonth,reportedday,reporteddayofyear,reporteddayofweek,reportedhour,occurrenceyear,occurrencemonth,occurrenceday,occurrencedayofyear,occurrencedayofweek,occurrencehour,MCI,Division,Hood_ID,Neighbourhood,Lat,Long,FID
-79.3752823,43.6463623,111591,GO-20171061955,2017-06-14T04:00:00.000Z,2017-06-14T04:00:00.000Z,Apartment,2130,210,Theft Over,2017,June,14,165,Wednesday ,20,2017,June,14,165,Wednesday ,9,Theft Over,D51,77,Waterfront Communities-The Island (77),43.6463623,-79.3752823,4001
-79.3019485,43.8121414,111599,GO-20171885935,2017-10-16T04:00:00.000Z,2017-10-18T04:00:00.000Z,Outside,2130,210,Theft Over,2017,October,18,291,Wednesday ,10,2017,October,16,289,Monday    ,19,Theft Over,D42    ,130,Milliken (130),43.8121414,-79.3019485,4002
-79.1856613,43.7666092,111639,GO-20171066844,2017-06-14T04:00:00.000Z,2017-06-15T04:00:00.000Z,Apartment,2130,210,Theft Over,2017,June,15,166,Thursday  ,16,2017,June,14,165,Wednesday ,15,Theft Over,D43,136,West Hill (136),43.7666092,-79.1856613,4003
-79.5569077,43.6101265,111717,GO-20172038430,2017-11-10T05:00:00.000Z,2017-11-10T05:00:00.000Z,Commercial,2130,210,Theft Over,2017,November,10,314,Friday    ,19,2017,November,10,314,Friday    ,19,Theft Over,D22,14,Islington-City Centre West (14),43.6101265,-79.5569077,4004
-79.4110413,43.7293434,111849,GO-20171098628,2017-06-19T04:00:00.000Z,2017-06-20T04:00:00.000Z,House,2130,215,Theft Over - Bicycle,2017,June,20,171,Tuesday   ,8,2017,June,19,170,Monday    ,19,Theft Over,D32,105,Lawrence Park North (105),43.7293434,-79.4110413,4005
-79.3021698,43.765583,111854,GO-20171107852,2017-06-20T04:00:00.000Z,2017-06-21T04:00:00.000Z,Outside,2130,210,Theft Over,2017,June,21,172,Wednesday ,13,2017,June,20,171,Tuesday   ,7,Theft Over,D41,119,Wexford/Maryvale (119),43.765583,-79.3021698,4006
-79.4000473,43.6579514,111868,GO-20171952585,2017-10-28T04:00:00.000Z,2017-10-28T04:00:00.000Z,Other,2130,210,Theft Over,2017,October,28,301,Saturday  ,14,2017,October,28,301,Saturday  ,3,Theft Over,D52,79,University (79),43.6579514,-79.4000473,4007
-79.4129028,43.7692757,111891,GO-20171693896,2017-06-20T04:00:00.000Z,2017-09-18T04:00:00.000Z,Apartment,2130,210,Theft Over,2017,September,18,261,Monday    ,14,2017,June,20,171,Tuesday   ,14,Theft Over,D32,51,Willowdale East (51),43.7692757,-79.4129028,4008
-79.3682632,43.6512794,111897,GO-20171118733,2017-06-20T04:00:00.000Z,2017-06-22T04:00:00.000Z,Apartment,2130,210,Theft Over,2017,June,22,173,Thursday  ,23,2017,June,20,171,Tuesday   ,23,Theft Over,D51,73,Moss Park (73),43.6512794,-79.3682632,4009
-79.3021698,43.765583,111898,GO-20171115340,2017-06-20T04:00:00.000Z,2017-06-22T04:00:00.000Z,Other,2130,210,Theft Over,2017,June,22,173,Thursday  ,14,2017,June,20,171,Tuesday   ,17,Theft Over,D41,119,Wexford/Maryvale (119),43.765583,-79.3021698,4010
-79.363685600000011,43.7815971,111951,GO-20172044757,2017-11-10T05:00:00.000Z,2017-11-11T05:00:00.000Z,Other,2132,200,Theft From Motor Vehicle Over,2017,November,11,315,Saturday  ,21,2017,November,10,314,Friday    ,20,Theft Over,D33,47,Don Valley Village (47),43.7815971,-79.3636856,4011
-79.4190292,43.655159,112033,GO-20173042340,2017-11-20T05:00:00.000Z,2017-11-21T05:00:00.000Z,Commercial,2130,210,Theft Over,2017,November,21,325,Tuesday   ,18,2017,November,20,324,Monday    ,22,Theft Over,D14,80,Palmerston-Little Italy (80),43.655159,-79.4190292,4012
-79.1990814,43.8002815,112084,GO-20173068046,2017-11-25T05:00:00.000Z,2017-11-25T05:00:00.000Z,Outside,2130,210,Theft Over,2017,November,25,329,Saturday  ,13,2017,November,25,329,Saturday  ,0,Theft Over,D42    ,131,Rouge (131),43.8002815,-79.1990814,4013
-79.4411392,43.6538544,112095,GO-20171963840,2017-10-28T04:00:00.000Z,2017-10-30T04:00:00.000Z,Outside,2130,210,Theft Over,2017,October,30,303,Monday    ,11,2017,October,28,301,Saturday  ,20,Theft Over,D11    ,83,Dufferin Grove (83),43.6538544,-79.4411392,4014
-79.2988358,43.8052788,112097,GO-20171964563,2017-10-28T04:00:00.000Z,2017-11-02T04:00:00.000Z,Commercial,2130,210,Theft Over,2017,November,2,306,Thursday  ,12,2017,October,28,301,Saturday  ,12,Theft Over,D42,130,Milliken (130),43.8052788,-79.2988358,4015
-79.3670502,43.6515503,112099,GO-20171964819,2017-10-28T04:00:00.000Z,2017-10-30T04:00:00.000Z,Apartment,2130,215,Theft Over - Bicycle,2017,October,30,303,Monday    ,13,2017,October,28,301,Saturday  ,15,Theft Over,D51,73,Moss Park (73),43.6515503,-79.3670502,4016
-79.3813324,43.6511726,112213,GO-20173115513,2017-11-25T05:00:00.000Z,2017-12-02T05:00:00.000Z,Commercial,2133,200,Theft Over - Shoplifting,2017,December,2,336,Saturday  ,11,2017,November,25,329,Saturday  ,14,Theft Over,D52,76,Bay Street Corridor (76),43.6511726,-79.3813324,4017
-79.5328293,43.6810913,112214,GO-20173075127,2017-11-25T05:00:00.000Z,2017-11-26T05:00:00.000Z,Other,2132,200,Theft From Motor Vehicle Over,2017,November,26,330,Sunday    ,15,2017,November,25,329,Saturday  ,20,Theft Over,D23,7,Willowridge-Martingrove-Richview (7),43.6810913,-79.5328293,4018
-79.552269,43.6150703,112216,GO-20173109972,2017-11-25T05:00:00.000Z,2017-12-01T05:00:00.000Z,Commercial,2130,210,Theft Over,2017,December,1,335,Friday    ,16,2017,November,25,329,Saturday  ,18,Theft Over,D22,14,Islington-City Centre West (14),43.6150703,-79.552269,4019
-79.3028412,43.6833725,112251,GO-20171099075,2017-06-20T04:00:00.000Z,2017-06-20T04:00:00.000Z,House,2132,200,Theft From Motor Vehicle Over,2017,June,20,171,Tuesday   ,9,2017,June,20,171,Tuesday   ,0,Theft Over,D55,62,East End-Danforth (62),43.6833725,-79.3028412,4020
-79.4302216,43.6729431,112257,GO-20171227866,2017-06-28T04:00:00.000Z,2017-07-09T04:00:00.000Z,Commercial,2130,210,Theft Over,2017,July,9,190,Sunday    ,9,2017,June,28,179,Wednesday ,14,Theft Over,D13,94,Wychwood (94),43.6729431,-79.4302216,4021
-79.448143,43.6850243,112266,GO-20173094080,2017-11-25T05:00:00.000Z,2017-11-29T05:00:00.000Z,Commercial,2130,210,Theft Over,2017,November,29,333,Wednesday ,11,2017,November,25,329,Saturday  ,12,Theft Over,D13,109,Caledonia-Fairbank (109),43.6850243,-79.448143,4022
-79.3813324,43.6511726,112267,GO-20173094612,2017-11-25T05:00:00.000Z,2017-11-29T05:00:00.000Z,Commercial,2133,200,Theft Over - Shoplifting,2017,November,29,333,Wednesday ,13,2017,November,25,329,Saturday  ,7,Theft Over,D52,76,Bay Street Corridor (76),43.6511726,-79.3813324,4023
-79.552269,43.6150703,112270,GO-20173088706,2017-11-25T05:00:00.000Z,2017-11-28T05:00:00.000Z,Commercial,2130,210,Theft Over,2017,November,28,332,Tuesday   ,15,2017,November,25,329,Saturday  ,18,Theft Over,D22,14,Islington-City Centre West (14),43.6150703,-79.552269,4024
-79.3984451,43.6538963,112380,GO-20171994594,2017-11-03T04:00:00.000Z,2017-11-03T04:00:00.000Z,Outside,2132,200,Theft From Motor Vehicle Over,2017,November,3,307,Friday    ,22,2017,November,3,307,Friday    ,21,Theft Over,D52,78,Kensington-Chinatown (78),43.6538963,-79.3984451,4025
-79.1904678,43.7494316,112394,GO-20171995295,2017-11-03T04:00:00.000Z,2017-11-04T04:00:00.000Z,Outside,2130,210,Theft Over,2017,November,4,308,Saturday  ,0,2017,November,3,307,Friday    ,15,Theft Over,D43,140,Guildwood (140),43.7494316,-79.1904678,4026
-79.394142200000019,43.6687202,112416,GO-20171156749,2017-06-28T04:00:00.000Z,2017-06-28T04:00:00.000Z,Commercial,2133,200,Theft Over - Shoplifting,2017,June,28,179,Wednesday ,15,2017,June,28,179,Wednesday ,14,Theft Over,D53,95,Annex (95),43.6687202,-79.3941422,4027
-79.4036102,43.66922,112441,GO-20173000169,2017-11-08T05:00:00.000Z,2017-11-15T05:00:00.000Z,House,2130,210,Theft Over,2017,November,15,319,Wednesday ,4,2017,November,8,312,Wednesday ,12,Theft Over,D53,95,Annex (95),43.66922,-79.4036102,4028
-79.4665451,43.6820602,112442,GO-20173001837,2017-11-08T05:00:00.000Z,2017-11-15T05:00:00.000Z,Outside,2130,210,Theft Over,2017,November,15,319,Wednesday ,10,2017,November,8,312,Wednesday ,8,Theft Over,D12,110,Keelesdale-Eglinton West (110),43.6820602,-79.4665451,4029
-79.199577299999987,43.7536049,112455,GO-20173015322,2017-11-08T05:00:00.000Z,2017-11-17T05:00:00.000Z,Other,2130,210,Theft Over,2017,November,17,321,Friday    ,12,2017,November,8,312,Wednesday ,6,Theft Over,D43,140,Guildwood (140),43.7536049,-79.1995773,4030
-79.3801956,43.639965100000012,112481,GO-20179009064,2017-06-28T04:00:00.000Z,2017-06-28T04:00:00.000Z,Commercial,2130,215,Theft Over - Bicycle,2017,June,28,179,Wednesday ,8,2017,June,28,179,Wednesday ,7,Theft Over,D52    ,77,Waterfront Communities-The Island (77),43.6399651,-79.3801956,4031
-79.6352386,43.749282799999989,112519,GO-20172021546,2017-11-08T05:00:00.000Z,2017-11-08T05:00:00.000Z,Outside,2132,200,Theft From Motor Vehicle Over,2017,November,8,312,Wednesday ,9,2017,November,8,312,Wednesday ,4,Theft Over,D23,1,West Humber-Clairville (1),43.7492828,-79.6352386,4032
-79.5274124,43.6841583,112529,GO-20179019191,2017-11-08T05:00:00.000Z,2017-11-08T05:00:00.000Z,Apartment,2130,210,Theft Over,2017,November,8,312,Wednesday ,19,2017,November,8,312,Wednesday ,7,Theft Over,D23,8,Humber Heights-Westmount (8),43.6841583,-79.5274124,4033
-79.498313899999985,43.7708931,112548,GO-20179009926,2017-07-06T04:00:00.000Z,2017-07-11T04:00:00.000Z,Other,2130,210,Theft Over,2017,July,11,192,Tuesday   ,11,2017,July,6,187,Thursday  ,6,Theft Over,D31,27,York University Heights (27),43.7708931,-79.4983139,4034
-79.4990921,43.6905556,112629,GO-20172022457,2017-11-08T05:00:00.000Z,2017-11-08T05:00:00.000Z,Outside,2132,200,Theft From Motor Vehicle Over,2017,November,8,312,Wednesday ,11,2017,November,8,312,Wednesday ,11,Theft Over,D12    ,115,Mount Dennis (115),43.6905556,-79.4990921,4035
-79.561256400000019,43.617778799999989,112652,GO-20173165043,2017-12-09T05:00:00.000Z,2017-12-09T05:00:00.000Z,Commercial,2130,210,Theft Over,2017,December,9,343,Saturday  ,19,2017,December,9,343,Saturday  ,14,Theft Over,D22,14,Islington-City Centre West (14),43.6177788,-79.5612564,4036
-79.4482651,43.7248802,112658,GO-20173165867,2017-12-09T05:00:00.000Z,2017-12-09T05:00:00.000Z,Commercial,2133,200,Theft Over - Shoplifting,2017,December,9,343,Saturday  ,22,2017,December,9,343,Saturday  ,17,Theft Over,D32,31,Yorkdale-Glen Park (31),43.7248802,-79.4482651,4037
-79.359756499999989,43.6507607,112661,GO-20173188044,2017-12-09T05:00:00.000Z,2017-12-13T05:00:00.000Z,Commercial,2130,210,Theft Over,2017,December,13,347,Wednesday ,13,2017,December,9,343,Saturday  ,13,Theft Over,D51,77,Waterfront Communities-The Island (77),43.6507607,-79.3597565,4038
-79.5221329,43.7555389,112663,GO-20173284504,2017-12-09T05:00:00.000Z,2017-12-29T05:00:00.000Z,Apartment,2130,210,Theft Over,2017,December,29,363,Friday    ,12,2017,December,9,343,Saturday  ,0,Theft Over,D31,25,Glenfield-Jane Heights (25),43.7555389,-79.5221329,4039
-79.39785,43.7043533,112680,GO-20171208466,2017-07-06T04:00:00.000Z,2017-07-06T04:00:00.000Z,Other,2130,210,Theft Over,2017,July,6,187,Thursday  ,12,2017,July,6,187,Thursday  ,12,Theft Over,D53,104,Mount Pleasant West (104),43.7043533,-79.39785,4040
-79.5614548,43.617733,112771,GO-20173039252,2017-07-06T04:00:00.000Z,2017-11-21T05:00:00.000Z,Commercial,2130,210,Theft Over,2017,November,21,325,Tuesday   ,15,2017,July,6,187,Thursday  ,12,Theft Over,D22,14,Islington-City Centre West (14),43.617733,-79.5614548,4041
-79.5978241,43.7411995,112772,GO-20171335158,2017-07-12T04:00:00.000Z,2017-07-27T04:00:00.000Z,Apartment,2130,210,Theft Over,2017,July,27,208,Thursday  ,15,2017,July,12,193,Wednesday ,10,Theft Over,D23,1,West Humber-Clairville (1),43.7411995,-79.5978241,4042
-79.233078,43.7581863,112781,GO-20171295806,2017-07-12T04:00:00.000Z,2017-07-19T04:00:00.000Z,Commercial,2133,200,Theft Over - Shoplifting,2017,July,19,200,Wednesday ,13,2017,July,12,193,Wednesday ,9,Theft Over,D43,137,Woburn (137),43.7581863,-79.233078,4043
-79.5013275,43.7648163,112783,GO-20179010018,2017-07-12T04:00:00.000Z,2017-07-13T04:00:00.000Z,House,2130,200,Theft From Mail / Bag / Key,2017,July,13,194,Thursday  ,1,2017,July,12,193,Wednesday ,9,Theft Over,D31,27,York University Heights (27),43.7648163,-79.5013275,4044
-79.1646957,43.783741,112801,GO-20172030416,2017-11-09T05:00:00.000Z,2017-11-09T05:00:00.000Z,Other,2130,220,Theft - Misapprop Funds Over,2017,November,9,313,Thursday  ,17,2017,November,9,313,Thursday  ,15,Theft Over,D43    ,133,Centennial Scarborough (133),43.783741,-79.1646957,4045
-79.2652283,43.8157043,112896,GO-20172049749,2017-11-11T05:00:00.000Z,2017-11-12T05:00:00.000Z,Outside,2132,200,Theft From Motor Vehicle Over,2017,November,12,316,Sunday    ,19,2017,November,11,315,Saturday  ,12,Theft Over,D42,129,Agincourt North (129),43.8157043,-79.2652283,4046
-79.3143616,43.7127914,113088,GO-20173174099,2017-12-11T05:00:00.000Z,2017-12-11T05:00:00.000Z,Commercial,2130,210,Theft Over,2017,December,11,345,Monday    ,12,2017,December,11,345,Monday    ,8,Theft Over,D54,54,O'Connor-Parkview (54),43.7127914,-79.3143616,4047
-79.3269196,43.671188399999984,113150,GO-20171280834,2017-07-14T04:00:00.000Z,2017-07-17T04:00:00.000Z,Apartment,2130,210,Theft Over,2017,July,17,198,Monday    ,11,2017,July,14,195,Friday    ,17,Theft Over,D55,65,Greenwood-Coxwell (65),43.6711884,-79.3269196,4048
-79.4755249,43.651287099999983,113162,GO-20173219502,2017-12-11T05:00:00.000Z,2017-12-18T05:00:00.000Z,Commercial,2130,210,Theft Over,2017,December,18,352,Monday    ,10,2017,December,11,345,Monday    ,12,Theft Over,D11    ,88,High Park North (88),43.6512871,-79.4755249,4049
-79.3813324,43.6511726,113166,GO-20173206270,2017-12-11T05:00:00.000Z,2017-12-16T05:00:00.000Z,Commercial,2133,200,Theft Over - Shoplifting,2017,December,16,350,Saturday  ,6,2017,December,11,345,Monday    ,16,Theft Over,D52    ,76,Bay Street Corridor (76),43.6511726,-79.3813324,4050
-79.5013275,43.7648163,113167,GO-20179022330,2017-12-11T05:00:00.000Z,2017-12-16T05:00:00.000Z,House,2130,200,Theft From Mail / Bag / Key,2017,December,16,350,Saturday  ,9,2017,December,11,345,Monday    ,14,Theft Over,D31,27,York University Heights (27),43.7648163,-79.5013275,4051
-79.2640533,43.7463188,113169,GO-20173239723,2017-12-11T05:00:00.000Z,2017-12-27T05:00:00.000Z,House,2132,200,Theft From Motor Vehicle Over,2017,December,27,361,Wednesday ,16,2017,December,11,345,Monday    ,21,Theft Over,D41    ,127,Bendale (127),43.7463188,-79.2640533,4052
-79.3259354,43.671402,113223,GO-20179010377,2017-07-14T04:00:00.000Z,2017-07-17T04:00:00.000Z,Commercial,2130,215,Theft Over - Bicycle,2017,July,17,198,Monday    ,10,2017,July,14,195,Friday    ,17,Theft Over,D55,65,Greenwood-Coxwell (65),43.671402,-79.3259354,4053
-79.5317001,43.7593842,113226,GO-20171614375,2017-07-14T04:00:00.000Z,2017-09-07T04:00:00.000Z,Commercial,2130,210,Theft Over,2017,September,7,250,Thursday  ,14,2017,July,14,195,Friday    ,15,Theft Over,D31    ,24,Black Creek (24),43.7593842,-79.5317001,4054
-79.3886642,43.7693825,113229,GO-20171326918,2017-07-14T04:00:00.000Z,2017-07-24T04:00:00.000Z,Outside,2132,200,Theft From Motor Vehicle Over,2017,July,24,205,Monday    ,9,2017,July,14,195,Friday    ,12,Theft Over,D33,52,Bayview Village (52),43.7693825,-79.3886642,4055
-79.4637451,43.7613487,113232,GO-20171398323,2017-07-20T04:00:00.000Z,2017-08-03T04:00:00.000Z,House,2130,210,Theft Over,2017,August,3,215,Thursday  ,19,2017,July,20,201,Thursday  ,12,Theft Over,D32,34,Bathurst Manor (34),43.7613487,-79.4637451,4056
-79.377594,43.643013,113244,GO-20173013408,2017-11-17T05:00:00.000Z,2017-11-17T05:00:00.000Z,Apartment,2132,200,Theft From Motor Vehicle Over,2017,November,17,321,Friday    ,4,2017,November,17,321,Friday    ,4,Theft Over,D52    ,77,Waterfront Communities-The Island (77),43.643013,-79.377594,4057
-79.386116,43.668632499999987,113394,GO-20173252584,2017-12-17T05:00:00.000Z,2017-12-23T05:00:00.000Z,Apartment,2130,210,Theft Over,2017,December,23,357,Saturday  ,13,2017,December,17,351,Sunday    ,3,Theft Over,D51,75,Church-Yonge Corridor (75),43.6686325,-79.386116,4058
-79.4009399,43.6487122,113424,GO-20173149100,2017-11-18T05:00:00.000Z,2017-12-07T05:00:00.000Z,Outside,2132,200,Theft From Motor Vehicle Over,2017,December,7,341,Thursday  ,11,2017,November,18,322,Saturday  ,23,Theft Over,D14,78,Kensington-Chinatown (78),43.6487122,-79.4009399,4059
-79.4668503,43.6572304,113425,GO-20173023293,2017-11-18T05:00:00.000Z,2017-11-18T05:00:00.000Z,Commercial,2130,210,Theft Over,2017,November,18,322,Saturday  ,17,2017,November,18,322,Saturday  ,17,Theft Over,D11,88,High Park North (88),43.6572304,-79.4668503,4060
-79.384635900000021,43.671814,113487,GO-20173219780,2017-12-17T05:00:00.000Z,2017-12-18T05:00:00.000Z,Outside,2132,200,Theft From Motor Vehicle Over,2017,December,18,352,Monday    ,11,2017,December,17,351,Sunday    ,22,Theft Over,D53    ,98,Rosedale-Moore Park (98),43.671814,-79.3846359,4061
-79.4074631,43.7825012,113596,GO-20173022245,2017-11-18T05:00:00.000Z,2017-11-18T05:00:00.000Z,Outside,2130,211,Theft Over - Distraction,2017,November,18,322,Saturday  ,14,2017,November,18,322,Saturday  ,14,Theft Over,D32,50,Newtonbrook East (50),43.7825012,-79.4074631,4062
-79.3229218,43.6523476,113651,GO-20173028447,2017-11-18T05:00:00.000Z,2017-11-19T05:00:00.000Z,Outside,2130,210,Theft Over,2017,November,19,323,Sunday    ,15,2017,November,18,322,Saturday  ,9,Theft Over,D55,70,South Riverdale (70),43.6523476,-79.3229218,4063
-79.3366013,43.658935499999984,113658,GO-20173053285,2017-11-18T05:00:00.000Z,2017-11-23T05:00:00.000Z,Outside,2132,200,Theft From Motor Vehicle Over,2017,November,23,327,Thursday  ,10,2017,November,18,322,Saturday  ,9,Theft Over,D55,70,South Riverdale (70),43.6589355,-79.3366013,4064
-79.418937699999987,43.6514511,113663,GO-20171322078,2017-07-21T04:00:00.000Z,2017-07-23T04:00:00.000Z,House,2130,210,Theft Over,2017,July,23,204,Sunday    ,19,2017,July,21,202,Friday    ,9,Theft Over,D14,81,Trinity-Bellwoods (81),43.6514511,-79.4189377,4065
-79.2290573,43.7560234,113666,GO-20171342647,2017-07-21T04:00:00.000Z,2017-07-26T04:00:00.000Z,Outside,2132,200,Theft From Motor Vehicle Over,2017,July,26,207,Wednesday ,15,2017,July,21,202,Friday    ,12,Theft Over,D43,137,Woburn (137),43.7560234,-79.2290573,4066
-79.374565100000012,43.6570702,113669,GO-20171387060,2017-07-22T04:00:00.000Z,2017-08-02T04:00:00.000Z,Apartment,2130,200,Theft From Mail / Bag / Key,2017,August,2,214,Wednesday ,7,2017,July,22,203,Saturday  ,0,Theft Over,D51,73,Moss Park (73),43.6570702,-79.3745651,4067
-79.4052811,43.643402099999989,113671,GO-20171608511,2017-07-22T04:00:00.000Z,2017-09-05T04:00:00.000Z,Commercial,2130,210,Theft Over,2017,September,5,248,Tuesday   ,15,2017,July,22,203,Saturday  ,9,Theft Over,D14,82,Niagara (82),43.6434021,-79.4052811,4068
-79.3821182,43.6590996,113674,GO-20171318401,2017-07-22T04:00:00.000Z,2017-07-25T04:00:00.000Z,Outside,2130,215,Theft Over - Bicycle,2017,July,25,206,Tuesday   ,10,2017,July,22,203,Saturday  ,14,Theft Over,D52    ,75,Church-Yonge Corridor (75),43.6590996,-79.3821182,4069
-79.4883957,43.6678886,113701,GO-20173222833,2017-12-18T05:00:00.000Z,2017-12-18T05:00:00.000Z,Commercial,2133,200,Theft Over - Shoplifting,2017,December,18,352,Monday    ,19,2017,December,18,352,Monday    ,19,Theft Over,D11,111,Rockcliffe-Smythe (111),43.6678886,-79.4883957,4070
-79.4244003,43.7122421,113728,GO-20171315037,2017-07-22T04:00:00.000Z,2017-07-22T04:00:00.000Z,House,2130,200,Theft From Mail / Bag / Key,2017,July,22,203,Saturday  ,10,2017,July,22,203,Saturday  ,2,Theft Over,D53,39,Bedford Park-Nortown (39),43.7122421,-79.4244003,4071
-79.419838,43.6469269,113744,GO-20179010723,2017-07-22T04:00:00.000Z,2017-07-23T04:00:00.000Z,Commercial,2130,215,Theft Over - Bicycle,2017,July,23,204,Sunday    ,14,2017,July,22,203,Saturday  ,14,Theft Over,D14,81,Trinity-Bellwoods (81),43.6469269,-79.419838,4072
-79.4589157,43.7320938,113787,GO-20173075316,2017-11-26T05:00:00.000Z,2017-11-26T05:00:00.000Z,Commercial,2130,210,Theft Over,2017,November,26,330,Sunday    ,20,2017,November,26,330,Sunday    ,20,Theft Over,D32,26,Downsview-Roding-CFB (26),43.7320938,-79.4589157,4073
-79.3880157,43.6699753,113791,GO-20171317704,2017-07-22T04:00:00.000Z,2017-07-22T04:00:00.000Z,Commercial,2133,200,Theft Over - Shoplifting,2017,July,22,203,Saturday  ,18,2017,July,22,203,Saturday  ,12,Theft Over,D53,95,Annex (95),43.6699753,-79.3880157,4074
-79.3735657,43.6609459,113876,GO-20173080562,2017-11-26T05:00:00.000Z,2017-11-27T05:00:00.000Z,Commercial,2130,200,Theft From Mail / Bag / Key,2017,November,27,331,Monday    ,12,2017,November,26,330,Sunday    ,2,Theft Over,D51,73,Moss Park (73),43.6609459,-79.3735657,4075
-79.5331802,43.636730199999988,113889,GO-20173110740,2017-11-26T05:00:00.000Z,2017-12-01T05:00:00.000Z,Commercial,2130,210,Theft Over,2017,December,1,335,Friday    ,19,2017,November,26,330,Sunday    ,12,Theft Over,D22,14,Islington-City Centre West (14),43.6367302,-79.5331802,4076
-79.360405,43.7548523,113895,GO-20173073473,2017-11-26T05:00:00.000Z,2017-11-29T05:00:00.000Z,Commercial,2133,200,Theft Over - Shoplifting,2017,November,29,333,Wednesday ,15,2017,November,26,330,Sunday    ,9,Theft Over,D33,40,St.Andrew-Windfields (40),43.7548523,-79.360405,4077
-79.324173,43.7777443,113972,GO-20173086669,2017-11-27T05:00:00.000Z,2017-11-28T05:00:00.000Z,Outside,2132,200,Theft From Motor Vehicle Over,2017,November,28,332,Tuesday   ,10,2017,November,27,331,Monday    ,16,Theft Over,D42,117,L'Amoreaux (117),43.7777443,-79.324173,4078
-79.58496860000001,43.6783447,113974,GO-20173089482,2017-11-27T05:00:00.000Z,2017-11-28T05:00:00.000Z,Commercial,2130,210,Theft Over,2017,November,28,332,Tuesday   ,16,2017,November,27,331,Monday    ,22,Theft Over,D23,1,West Humber-Clairville (1),43.6783447,-79.5849686,4079
-79.4023666,43.7023277,114087,GO-20173122070,2017-12-01T05:00:00.000Z,2017-12-03T05:00:00.000Z,House,2132,200,Theft From Motor Vehicle Over,2017,December,3,337,Sunday    ,11,2017,December,1,335,Friday    ,19,Theft Over,D53,100,Yonge-Eglinton (100),43.7023277,-79.4023666,4080
-79.524642899999989,43.6857834,114109,GO-20173236693,2017-12-20T05:00:00.000Z,2017-12-20T05:00:00.000Z,Commercial,2133,200,Theft Over - Shoplifting,2017,December,20,354,Wednesday ,20,2017,December,20,354,Wednesday ,20,Theft Over,D23,8,Humber Heights-Westmount (8),43.6857834,-79.5246429,4081
-79.3880539,43.7665901,114122,GO-20173129222,2017-12-01T05:00:00.000Z,2017-12-04T05:00:00.000Z,Commercial,2130,211,Theft Over - Distraction,2017,December,4,338,Monday    ,14,2017,December,1,335,Friday    ,18,Theft Over,D32,52,Bayview Village (52),43.7665901,-79.3880539,4082
-79.4453049,43.699245500000011,114212,GO-20171380715,2017-07-28T04:00:00.000Z,2017-08-01T04:00:00.000Z,House,2132,200,Theft From Motor Vehicle Over,2017,August,1,213,Tuesday   ,9,2017,July,28,209,Friday    ,1,Theft Over,D13,108,Briar Hill-Belgravia (108),43.6992455,-79.4453049,4083
-79.5389404,43.6817665,114213,GO-20171685157,2017-07-28T04:00:00.000Z,2017-09-17T04:00:00.000Z,House,2130,210,Theft Over,2017,September,17,260,Sunday    ,6,2017,July,28,209,Friday    ,10,Theft Over,D23,7,Willowridge-Martingrove-Richview (7),43.6817665,-79.5389404,4084
-79.5576706,43.6182175,114283,GO-20173129822,2017-12-02T05:00:00.000Z,2017-12-04T05:00:00.000Z,Commercial,2133,200,Theft Over - Shoplifting,2017,December,4,338,Monday    ,15,2017,December,2,336,Saturday  ,19,Theft Over,D22,14,Islington-City Centre West (14),43.6182175,-79.5576706,4085
-79.531509400000019,43.7140923,114298,GO-20171363222,2017-07-28T04:00:00.000Z,2017-07-29T04:00:00.000Z,Outside,2130,210,Theft Over,2017,July,29,210,Saturday  ,16,2017,July,28,209,Friday    ,14,Theft Over,D12,23,Pelmo Park-Humberlea (23),43.7140923,-79.5315094,4086
-79.4350281,43.6432991,114305,GO-20173203689,2017-12-02T05:00:00.000Z,2017-12-15T05:00:00.000Z,Outside,2132,200,Theft From Motor Vehicle Over,2017,December,15,349,Friday    ,19,2017,December,2,336,Saturday  ,10,Theft Over,D11    ,86,Roncesvalles (86),43.6432991,-79.4350281,4087
-79.4029465,43.7278366,114312,GO-20173187958,2017-12-12T05:00:00.000Z,2017-12-13T05:00:00.000Z,Outside,2132,200,Theft From Motor Vehicle Over,2017,December,13,347,Wednesday ,13,2017,December,12,346,Tuesday   ,19,Theft Over,D32,105,Lawrence Park North (105),43.7278366,-79.4029465,4088
-79.154274,43.7999496,114371,GO-20171361428,2017-07-28T04:00:00.000Z,2017-07-29T04:00:00.000Z,House,2132,200,Theft From Motor Vehicle Over,2017,July,29,210,Saturday  ,12,2017,July,28,209,Friday    ,23,Theft Over,D42,131,Rouge (131),43.7999496,-79.154274,4089
-79.468689,43.6989136,114450,GO-20173219097,2017-12-12T05:00:00.000Z,2017-12-18T05:00:00.000Z,Outside,2130,210,Theft Over,2017,December,18,352,Monday    ,9,2017,December,12,346,Tuesday   ,12,Theft Over,D12,112,Beechborough-Greenbrook (112),43.6989136,-79.468689,4090
-79.2445755,43.728389699999987,114453,GO-20173278341,2017-12-12T05:00:00.000Z,2017-12-28T05:00:00.000Z,Commercial,2130,210,Theft Over,2017,December,28,362,Thursday  ,11,2017,December,12,346,Tuesday   ,12,Theft Over,D43    ,123,Cliffcrest (123),43.7283897,-79.2445755,4091
